utterance,focus_type,speaker,onglide_log,onglide
87,contrastive,NP_97,0.385606274,1.43
88,broad,NP_97,-0.344392274,-1.21
89,narrow,NP_97,-0.283301229,-0.92
91,narrow,NP_97,-0.404833717,-1.54
92,broad,NP_97,-0.515873844,-2.28
94,narrow,NP_97,0.376576957,1.38
95,broad,NP_97,NA,NA
96,contrastive,NP_97,NA,NA
97,narrow,NP_97,-0.385606274,-1.43
99,contrastive,NP_97,0.359835482,1.29
100,contrastive,NP_97,0.346352974,1.22
101,narrow,NP_97,0.298853076,0.99
103,narrow,NP_97,NA,NA
104,contrastive,NP_97,NA,NA
20,contrastive,NS_82,0.904715545,7.03
21,narrow,NS_82,0.753583059,4.67
24,narrow,NS_82,0.759667845,4.75
25,contrastive,NS_82,0.931966115,7.55
26,broad,NS_82,-0.547774705,-2.53
27,contrastive,NS_82,0.838219222,5.89
28,narrow,NS_82,0.758154622,4.73
30,contrastive,NS_82,0.791690649,5.19
32,contrastive,NS_82,0.938519725,7.68
33,narrow,NS_82,0.816903839,5.56
35,contrastive,NS_82,0.933487288,7.58
36,narrow,NS_82,0.840733235,5.93
37,broad,NS_82,NA,NA
38,broad,NS_82,0.737192643,4.46
39,narrow,NS_82,0.907948522,7.09
41,narrow,NS_82,0.79518459,5.24
42,broad,NS_82,0.662757832,3.6
43,contrastive,NS_82,0.889861721,6.76
44,broad,NS_82,NA,NA
46,broad,NS_82,-0.40654018,-1.55
48,narrow,NS_82,0.994756945,8.88
49,broad,NS_82,NA,NA
50,narrow,NS_82,0.889861721,6.76
51,broad,NS_82,NA,NA
52,contrastive,NS_82,1.006466042,9.15
53,broad,NS_82,0.864511081,6.32
55,narrow,NS_82,0.943988875,7.79
56,narrow,NS_82,0.903632516,7.01
58,contrastive,NS_82,0.989449818,8.76
59,broad,NS_82,0.680335513,3.79
60,broad,NS_82,-0.658964843,-3.56
62,broad,NS_82,-0.658011397,-3.55
63,contrastive,NS_82,0.983175072,8.62
64,contrastive,NS_82,0.915399835,7.23
65,narrow,NS_82,0.908485019,7.1
66,narrow,NS_82,0.876217841,6.52
67,broad,NS_82,NA,NA
68,broad,NS_82,NA,NA
70,contrastive,NS_82,0.80685803,5.41
71,broad,NS_82,NA,NA
73,narrow,NS_82,0.940516485,7.72
74,contrastive,NS_82,1.011993115,9.28
75,broad,NS_82,-0.651278014,-3.48
76,contrastive,NS_82,0.974511693,8.43
78,narrow,NS_82,0.943494516,7.78
79,contrastive,NS_82,1.041392685,10
80,narrow,NS_82,0.976349979,8.47
81,contrastive,NS_82,0.939019776,7.69
82,broad,NS_82,NA,NA
85,narrow,NS_82,0.95616843,8.04
86,contrastive,NS_82,0.887054378,6.71
87,narrow,NS_82,0.959041392,8.1
89,contrastive,NS_82,0.859738566,6.24
90,broad,NS_82,NA,NA
92,contrastive,NS_82,0.915927212,7.24
94,narrow,NS_82,1.116607744,12.08
95,contrastive,NS_82,0.903089987,7
96,broad,NS_82,NA,NA
97,narrow,NS_82,0.950851459,7.93
98,broad,NS_82,NA,NA
18,narrow,NS_97,-0.758911892,-4.74
19,contrastive,NS_97,0.318063335,1.08
20,contrastive,NS_97,0.501059262,2.17
21,narrow,NS_97,-0.752816431,-4.66
22,broad,NS_97,NA,NA
23,narrow,NS_97,-0.718501689,-4.23
24,broad,NS_97,-0.802773725,-5.35
25,contrastive,NS_97,0.517195898,2.29
26,narrow,NS_97,-0.657055853,-3.54
27,broad,NS_97,-0.755874856,-4.7
28,broad,NS_97,-0.546542663,-2.52
30,narrow,NS_97,0.201397124,0.59
31,contrastive,NS_97,-0.621176282,-3.18
34,contrastive,NS_97,0.385606274,1.43
35,broad,NS_97,-0.46834733,-1.94
36,narrow,NS_97,-0.808885867,-5.44
37,broad,NS_97,-0.45484486,-1.85
38,contrastive,NS_97,0.383815366,1.42
39,narrow,NS_97,-0.626340367,-3.23
41,narrow,NS_97,-0.57054294,-2.72
43,narrow,NS_97,-0.803457116,-5.36
44,narrow,NS_97,0.212187604,0.63
45,broad,NS_97,-0.624282096,-3.21
46,broad,NS_97,0.130333768,0.35
47,narrow,NS_97,0.489958479,2.09
48,broad,NS_97,-0.42975228,-1.69
49,contrastive,NS_97,0.117271296,0.31
50,broad,NS_97,-0.303196057,-1.01
52,contrastive,NS_97,-0.506505032,-2.21
53,contrastive,NS_97,-0.503790683,-2.19
55,broad,NS_97,0.06069784,0.15
56,narrow,NS_97,0.318063335,1.08
57,contrastive,NS_97,0.450249108,1.82
59,contrastive,NS_97,0.416640507,1.61
62,contrastive,NS_97,0.414973348,1.6
63,broad,NS_97,-0.44870632,-1.81
65,contrastive,NS_97,0.515873844,2.28
66,narrow,NS_97,0.45331834,1.84
67,contrastive,NS_97,0.382017043,1.41
68,broad,NS_97,0.230448921,0.7
70,broad,NS_97,-0.658964843,-3.56
71,contrastive,NS_97,0.206825876,0.61
72,contrastive,NS_97,0.545307116,2.51
75,broad,NS_97,-0.739572344,-4.49
78,narrow,NS_97,-0.462397998,-1.9
79,narrow,NS_97,0.187520721,0.54
80,contrastive,NS_97,0.444044796,1.78
81,narrow,NS_97,0.326335861,1.12
84,narrow,NS_97,0.475671188,1.99
85,narrow,NS_97,0.421603927,1.64
88,broad,NS_97,0.230448921,0.7
91,contrastive,NS_97,0.278753601,0.9
92,broad,NS_97,0.146128036,0.4
93,contrastive,NS_97,0.579783597,2.8
94,narrow,NS_97,0.344392274,1.21
95,contrastive,NS_97,0.214843848,0.64
96,broad,NS_97,-0.635483747,-3.32
98,broad,NS_97,-0.463892989,-1.91
100,narrow,NS_97,0.361727836,1.3
101,broad,NS_97,-0.541579244,-2.48
19,contrastive,NW_91,0.371067862,1.35
20,narrow,NW_91,0.440909082,1.76
21,contrastive,NW_91,0.346352974,1.22
23,broad,NW_91,-0.46834733,-1.94
25,contrastive,NW_91,0.463892989,1.91
27,contrastive,NW_91,0.037426498,0.09
30,narrow,NW_91,-0.53529412,-2.43
31,narrow,NW_91,0.447158031,1.8
33,broad,NW_91,0.396199347,1.49
34,contrastive,NW_91,0.257678575,0.81
35,broad,NW_91,-0.515873844,-2.28
36,narrow,NW_91,0.320146286,1.09
37,contrastive,NW_91,0.495544338,2.13
38,broad,NW_91,0.250420002,0.78
39,narrow,NW_91,0.421603927,1.64
41,broad,NW_91,-0.613841822,-3.11
42,contrastive,NW_91,-0.526339277,-2.36
45,broad,NW_91,-0.615950052,-3.13
46,narrow,NW_91,NA,NA
47,broad,NW_91,-0.451786436,-1.83
48,narrow,NW_91,-0.650307523,-3.47
52,narrow,NW_91,0.404833717,1.54
53,narrow,NW_91,NA,NA
54,broad,NW_91,-0.651278014,-3.48
55,narrow,NW_91,0.264817823,0.84
57,contrastive,NW_91,0.36361198,1.31
61,contrastive,NW_91,0.72916479,4.36
62,contrastive,NW_91,0.503790683,2.19
65,broad,NW_91,-0.481442629,-2.03
67,narrow,NW_91,-0.539076099,-2.46
68,contrastive,NW_91,0.365487985,1.32
69,broad,NW_91,-0.584331224,-2.84
71,contrastive,NW_91,0.392696953,1.47
72,narrow,NW_91,0.120573931,0.32
74,contrastive,NW_91,0.579783597,2.8
75,narrow,NW_91,0.274157849,0.88
76,broad,NW_91,-0.635483747,-3.32
78,broad,NW_91,-0.491361694,-2.1
79,narrow,NW_91,NA,NA
80,broad,NW_91,-0.451786436,-1.83
81,contrastive,NW_91,0.704150517,4.06
82,narrow,NW_91,0.322219295,1.1
83,broad,NW_91,0.298853076,0.99
84,narrow,NW_91,0.336459734,1.17
87,broad,NW_91,-0.519827994,-2.31
88,contrastive,NW_91,0.418301291,1.62
89,contrastive,NW_91,0.285557309,0.93
90,broad,NW_91,-0.583198774,-2.83
92,narrow,NW_91,-0.553883027,-2.58
93,contrastive,NW_91,0.457881897,1.87
94,contrastive,NW_91,0.424881637,1.66
95,broad,NW_91,0.401400541,1.52
96,broad,NW_91,-0.598790507,-2.97
98,narrow,NW_91,-0.645422269,-3.42
99,broad,NW_91,-0.650307523,-3.47
101,narrow,NW_91,0.460897843,1.89
102,narrow,NW_91,0.311753861,1.05
103,contrastive,NW_91,0.346352974,1.22
105,broad,NW_91,-0.44870632,-1.81
106,contrastive,NW_91,0.559906625,2.63
21,narrow,PS_98,0.675778342,3.74
22,contrastive,PS_98,0.367355921,1.33
24,contrastive,PS_98,0.243038049,0.75
25,narrow,PS_98,0.214843848,0.64
26,contrastive,PS_98,0.214843848,0.64
27,broad,PS_98,0.348304863,1.23
30,narrow,PS_98,0.414973348,1.6
32,narrow,PS_98,-0.498310554,-2.15
34,broad,PS_98,-0.627365857,-3.24
35,broad,PS_98,0.365487985,1.32
37,contrastive,PS_98,0.532754379,2.41
38,contrastive,PS_98,0.559906625,2.63
39,broad,PS_98,0.352182518,1.25
40,contrastive,PS_98,0.401400541,1.52
41,narrow,PS_98,0.447158031,1.8
42,contrastive,PS_98,0.311753861,1.05
44,narrow,PS_98,0.556302501,2.6
45,contrastive,PS_98,0.346352974,1.22
47,narrow,PS_98,-0.614897216,-3.12
52,narrow,PS_98,0.281033367,0.91
53,contrastive,PS_98,0.408239965,1.56
54,narrow,PS_98,0.307496038,1.03
55,broad,PS_98,0.305351369,1.02
56,narrow,PS_98,0.338456494,1.18
57,contrastive,PS_98,0.539076099,2.46
58,broad,PS_98,0.328379603,1.13
60,narrow,PS_98,0.436162647,1.73
61,contrastive,PS_98,0.503790683,2.19
62,broad,PS_98,0.155336037,0.43
64,broad,PS_98,-0.5132176,-2.26
65,narrow,PS_98,0.382017043,1.41
66,broad,PS_98,0.380211242,1.4
67,broad,PS_98,0.42975228,1.69
70,contrastive,PS_98,0.26245109,0.83
71,narrow,PS_98,0.503790683,2.19
72,contrastive,PS_98,0.394451681,1.48
73,broad,PS_98,0.380211242,1.4
75,narrow,PS_98,0.250420002,0.78
78,narrow,PS_98,0.290034611,0.95
79,narrow,PS_98,0.426511261,1.67
80,broad,PS_98,0.369215857,1.34
81,contrastive,PS_98,0.439332694,1.75
82,narrow,PS_98,0.5132176,2.26
83,broad,PS_98,0.45484486,1.85
84,contrastive,PS_98,0.532754379,2.41
85,broad,PS_98,0.292256071,0.96
86,broad,PS_98,0.385606274,1.43
88,contrastive,PS_98,0.691965103,3.92
89,broad,PS_98,0.530199698,2.39
90,broad,PS_98,0.346352974,1.22
91,narrow,PS_98,0.431363764,1.7
92,narrow,PS_98,0.564666064,2.67
94,narrow,PS_98,0.613841822,3.11
97,contrastive,PS_98,0.432969291,1.71
98,broad,PS_98,0.298853076,0.99
99,broad,PS_98,0.372912003,1.36
100,contrastive,PS_98,0.750508395,4.63
102,broad,PS_98,0.424881637,1.66
103,contrastive,PS_98,0.301029996,1
105,contrastive,PS_98,-0.071882007,-0.18
18,broad,SB_92,0.491361694,2.1
19,narrow,SB_92,0.352182518,1.25
20,broad,SB_92,0.550228353,2.55
21,narrow,SB_92,0.58546073,2.85
23,narrow,SB_92,0.394451681,1.48
24,narrow,SB_92,0.53529412,2.43
25,contrastive,SB_92,0.459392488,1.88
26,broad,SB_92,0.511883361,2.25
27,contrastive,SB_92,0.511883361,2.25
28,broad,SB_92,0.477121255,2
30,narrow,SB_92,0.426511261,1.67
31,narrow,SB_92,0.457881897,1.87
33,contrastive,SB_92,0.509202522,2.23
34,broad,SB_92,0.394451681,1.48
35,broad,SB_92,0.439332694,1.75
36,contrastive,SB_92,0.371067862,1.35
37,broad,SB_92,0.481442629,2.03
38,narrow,SB_92,0.496929648,2.14
39,contrastive,SB_92,0.64738297,3.44
40,contrastive,SB_92,0.478566496,2.01
42,broad,SB_92,0.444044796,1.78
43,narrow,SB_92,0.338456494,1.18
46,broad,SB_92,0.255272505,0.8
47,broad,SB_92,0.204119983,0.6
48,narrow,SB_92,0.008600172,0.02
50,contrastive,SB_92,0.374748346,1.37
53,broad,SB_92,0.003891166,0.009
55,broad,SB_92,0.385606274,1.43
56,narrow,SB_92,0.509202522,2.23
58,contrastive,SB_92,0.5774918,2.78
59,narrow,SB_92,0.451786436,1.83
60,broad,SB_92,0.399673721,1.51
61,contrastive,SB_92,0.59439255,2.93
62,contrastive,SB_92,0.380211242,1.4
63,narrow,SB_92,0.503790683,2.19
64,contrastive,SB_92,0.514547753,2.27
67,contrastive,SB_92,0.603144373,3.01
70,broad,SB_92,0.481442629,2.03
71,contrastive,SB_92,0.46834733,1.94
72,narrow,SB_92,0.465382851,1.92
73,contrastive,SB_92,0.56937391,2.71
75,narrow,SB_92,0.50242712,2.18
77,narrow,SB_92,0.257678575,0.81
78,narrow,SB_92,0.45484486,1.85
82,broad,SB_92,0.5774918,2.78
83,broad,SB_92,0.445604203,1.79
85,contrastive,SB_92,0.598790507,2.97
86,narrow,SB_92,0.394451681,1.48
87,broad,SB_92,0.474216264,1.98
91,broad,SB_92,0.450249108,1.82
93,narrow,SB_92,0.309630167,1.04
95,narrow,SB_92,0.320146286,1.09
96,broad,SB_92,0.40654018,1.55
97,contrastive,SB_92,0.404833717,1.54
102,broad,SB_92,0.318063335,1.08
103,narrow,SB_92,0.515873844,2.28
104,contrastive,SB_92,0.372912003,1.36
106,contrastive,SB_92,0.498310554,2.15
19,broad,ST_88,-0.527629901,-2.37
20,narrow,ST_88,0.552668216,2.57
21,broad,ST_88,-0.611723308,-3.09
22,narrow,ST_88,-0.588831726,-2.88
24,narrow,ST_88,-0.439332694,-1.75
25,contrastive,ST_88,0.369215857,1.34
28,contrastive,ST_88,0.434568904,1.72
29,broad,ST_88,0.328379603,1.13
31,narrow,ST_88,-0.315970345,-1.07
33,narrow,ST_88,NA,NA
36,contrastive,ST_88,0.29666519,0.98
37,contrastive,ST_88,0.346352974,1.22
38,broad,ST_88,-0.630427875,-3.27
40,contrastive,ST_88,0.322219295,1.1
41,narrow,ST_88,-0.6599162,-3.57
42,contrastive,ST_88,0.537819095,2.45
43,broad,ST_88,0.64246452,3.39
44,contrastive,ST_88,0.499687083,2.16
46,contrastive,ST_88,0.480006943,2.02
48,contrastive,ST_88,0.320146286,1.09
51,broad,ST_88,-0.720159303,-4.25
52,contrastive,ST_88,0.58546073,2.85
53,broad,ST_88,0.374748346,1.37
54,broad,ST_88,-0.445604203,-1.79
55,narrow,ST_88,0.462397998,1.9
57,broad,ST_88,-0.619093331,-3.16
59,contrastive,ST_88,0.387389826,1.44
60,contrastive,ST_88,0.382017043,1.41
61,broad,ST_88,0.365487985,1.32
62,narrow,ST_88,-0.408239965,-1.56
64,contrastive,ST_88,NA,NA
65,contrastive,ST_88,0.625312451,3.22
66,broad,ST_88,0.328379603,1.13
67,contrastive,ST_88,0.484299839,2.05
68,narrow,ST_88,0.485721426,2.06
69,narrow,ST_88,0.209515015,0.62
70,broad,ST_88,0.29666519,0.98
71,broad,ST_88,0.354108439,1.26
72,narrow,ST_88,0.267171728,0.85
75,narrow,ST_88,0.245512668,0.76
76,contrastive,ST_88,0.401400541,1.52
77,broad,ST_88,-0.460897843,-1.89
78,narrow,ST_88,0.352182518,1.25
79,broad,ST_88,-0.644438589,-3.41
80,narrow,ST_88,0.324282455,1.11
81,narrow,ST_88,0.40654018,1.55
82,broad,ST_88,-0.530199698,-2.39
83,contrastive,ST_88,0.611723308,3.09
84,narrow,ST_88,0.434568904,1.72
85,contrastive,ST_88,0.523746467,2.34
86,broad,ST_88,0.23299611,0.71
87,narrow,ST_88,0.485721426,2.06
89,narrow,ST_88,0.136720567,0.37
92,broad,ST_88,-0.617000341,-3.14
93,narrow,ST_88,-0.397940009,-1.5
94,contrastive,ST_88,0.442479769,1.77
96,contrastive,ST_88,-0.408239965,-1.56
98,broad,ST_88,0.534026106,2.42
100,narrow,ST_88,0.389166084,1.45
19,narrow,AH_95,0.787460475,5.13
21,broad,AH_95,0.699837726,4.01
22,contrastive,AH_95,0.957128198,8.06
23,broad,AH_95,-0.678518379,-3.77
24,contrastive,AH_95,0.920645001,7.33
25,narrow,AH_95,0.666517981,3.64
26,broad,AH_95,-0.527629901,-2.37
27,broad,AH_95,0.472756449,1.97
28,contrastive,AH_95,0.849419414,6.07
30,broad,AH_95,-0.5289167,-2.38
33,narrow,AH_95,0.655138435,3.52
34,narrow,AH_95,0.7084209,4.11
35,contrastive,AH_95,0.721810615,4.27
36,narrow,AH_95,0.80140371,5.33
38,contrastive,AH_95,0.816903839,5.56
39,broad,AH_95,0.44870632,1.81
40,narrow,AH_95,0.758911892,4.74
41,narrow,AH_95,0.619093331,3.16
42,contrastive,AH_95,0.715167358,4.19
43,contrastive,AH_95,0.694605199,3.95
44,broad,AH_95,0.788168371,5.14
45,contrastive,AH_95,0.725094521,4.31
46,broad,AH_95,0.620136055,3.17
47,contrastive,AH_95,0.67669361,3.75
50,contrastive,AH_95,0.806179974,5.4
51,narrow,AH_95,0.831869774,5.79
52,contrastive,AH_95,0.970346876,8.34
53,broad,AH_95,-0.617000341,-3.14
55,broad,AH_95,-0.344392274,-1.21
56,narrow,AH_95,0.589949601,2.89
58,narrow,AH_95,0.59439255,2.93
59,narrow,AH_95,0.611723308,3.09
60,contrastive,AH_95,0.491361694,2.1
61,broad,AH_95,-0.681241237,-3.8
63,narrow,AH_95,0.630427875,3.27
64,contrastive,AH_95,0.832508913,5.8
65,broad,AH_95,0.51054501,2.24
66,narrow,AH_95,0.559906625,2.63
67,broad,AH_95,0.495544338,2.13
69,narrow,AH_95,0.40654018,1.55
70,broad,AH_95,-0.835690571,-5.85
72,contrastive,AH_95,0.942504106,7.76
74,narrow,AH_95,0.630427875,3.27
75,contrastive,AH_95,0.963787827,8.2
76,broad,AH_95,0.51054501,2.24
78,narrow,AH_95,0.770115295,4.89
79,narrow,AH_95,0.694605199,3.95
80,broad,AH_95,0.57863921,2.79
82,broad,AH_95,0.42975228,1.69
83,broad,AH_95,0.639486489,3.36
84,contrastive,AH_95,1.014520539,9.34
87,contrastive,AH_95,0.716837723,4.21
89,broad,AH_95,0.28780173,0.94
90,contrastive,AH_95,0.974511693,8.43
91,narrow,AH_95,0.565847819,2.68
92,narrow,AH_95,0.553883027,2.58
94,narrow,AH_95,0.496929648,2.14
96,contrastive,AH_95,0.793790385,5.22
97,contrastive,AH_95,0.761175813,4.77
98,broad,AH_95,0.523746467,2.34
19,contrastive,AK_94,0.57863921,2.79
20,broad,AK_94,-0.338456494,-1.18
21,contrastive,AK_94,0.64246452,3.39
22,narrow,AK_94,0.387389826,1.44
23,narrow,AK_94,-0.06069784,-0.15
24,contrastive,AK_94,0.344392274,1.21
25,narrow,AK_94,0.245512668,0.76
26,contrastive,AK_94,0.46834733,1.94
27,broad,AK_94,-0.369215857,-1.34
28,contrastive,AK_94,0.227886705,0.69
29,broad,AK_94,-0.53529412,-2.43
30,narrow,AK_94,-0.392696953,-1.47
31,contrastive,AK_94,0.45484486,1.85
32,broad,AK_94,0.252853031,0.79
33,contrastive,AK_94,-0.514547753,-2.27
34,broad,AK_94,-0.324282455,-1.11
35,contrastive,AK_94,-0.568201724,-2.7
36,contrastive,AK_94,0.62324929,3.2
37,broad,AK_94,-0.481442629,-2.03
39,broad,AK_94,0.484299839,2.05
42,narrow,AK_94,-0.558708571,-2.62
43,contrastive,AK_94,-0.480006943,-2.02
44,narrow,AK_94,-0.432969291,-1.71
45,narrow,AK_94,-0.482873584,-2.04
46,contrastive,AK_94,-0.729974286,-4.37
47,contrastive,AK_94,0.324282455,1.11
48,broad,AK_94,-0.602059991,-3
49,narrow,AK_94,-0.492760389,-2.11
52,broad,AK_94,-0.340444115,-1.19
55,broad,AK_94,-0.10720997,-0.28
56,narrow,AK_94,0.378397901,1.39
58,broad,AK_94,-0.536558443,-2.44
59,broad,AK_94,-0.315970345,-1.07
60,narrow,AK_94,-0.359835482,-1.29
62,narrow,AK_94,-0.187520721,-0.54
65,broad,AK_94,-0.238046103,-0.73
66,broad,AK_94,-0.689308859,-3.89
69,narrow,AK_94,-0.243038049,-0.75
71,contrastive,AK_94,0.389166084,1.45
72,broad,AK_94,0.071882007,0.18
73,broad,AK_94,-0.499687083,-2.16
75,narrow,AK_94,0.397940009,1.5
77,contrastive,AK_94,0.572871602,2.74
79,contrastive,AK_94,0.670245853,3.68
80,narrow,AK_94,0.478566496,2.01
81,broad,AK_94,-0.635483747,-3.32
82,narrow,AK_94,-0.639486489,-3.36
84,contrastive,AK_94,0.705007959,4.07
86,narrow,AK_94,0.394451681,1.48
87,contrastive,AK_94,0.707570176,4.1
89,narrow,AK_94,-0.584331224,-2.84
90,contrastive,AK_94,0.620136055,3.17
92,broad,AK_94,-0.462397998,-1.9
94,narrow,AK_94,0.496929648,2.14
95,contrastive,AK_94,0.365487985,1.32
96,narrow,AK_94,0.292256071,0.96
98,broad,AK_94,-0.544068044,-2.5
99,contrastive,AK_94,0.644438589,3.41
100,narrow,AK_94,-0.10720997,-0.28
101,broad,AK_94,0.426511261,1.67
17,contrastive,BP_91,0.744292983,4.55
18,broad,BP_91,-0.636487896,-3.33
19,narrow,BP_91,-0.564666064,-2.67
21,narrow,BP_91,-0.530199698,-2.39
23,contrastive,BP_91,0.683947131,3.83
24,broad,BP_91,-0.334453751,-1.16
25,narrow,BP_91,0.23299611,0.71
26,contrastive,BP_91,0.964730921,8.22
28,broad,BP_91,-0.706717782,-4.09
29,contrastive,BP_91,0.812244697,5.49
41,broad,BP_91,-0.835690571,-5.85
43,contrastive,BP_91,0.692846919,3.93
44,narrow,BP_91,-0.158362492,-0.44
46,contrastive,BP_91,0.821513528,5.63
48,broad,BP_91,-0.706717782,-4.09
49,narrow,BP_91,-0.404833717,-1.54
50,contrastive,BP_91,0.710963119,4.14
54,broad,BP_91,-0.879669206,-6.58
55,contrastive,BP_91,0.823474229,5.66
57,broad,BP_91,-0.884795364,-6.67
58,narrow,BP_91,0.584331224,2.84
60,contrastive,BP_91,0.794488047,5.23
61,contrastive,BP_91,0.646403726,3.43
62,narrow,BP_91,-0.367355921,-1.33
63,contrastive,BP_91,0.561101384,2.64
64,contrastive,BP_91,0.595496222,2.94
65,broad,BP_91,-0.652246341,-3.49
67,broad,BP_91,-0.717670503,-4.22
68,narrow,BP_91,0.698970004,4
69,narrow,BP_91,0.440909082,1.76
71,broad,BP_91,-0.902002891,-6.98
72,contrastive,BP_91,0.827369273,5.72
73,contrastive,BP_91,0.853698212,6.14
76,narrow,BP_91,-0.431363764,-1.7
77,broad,BP_91,-0.812244697,-5.49
78,contrastive,BP_91,0.706717782,4.09
79,broad,BP_91,-0.557507202,-2.61
80,contrastive,BP_91,0.822821645,5.65
81,narrow,BP_91,-0.5774918,-2.78
82,broad,BP_91,-0.198657087,-0.58
83,narrow,BP_91,-0.217483944,-0.65
86,narrow,BP_91,0.28780173,0.94
87,broad,BP_91,-0.53529412,-2.43
88,narrow,BP_91,0.414973348,1.6
89,broad,BP_91,-0.670245853,-3.68
90,narrow,BP_91,0.359835482,1.29
92,contrastive,BP_91,0.771587481,4.91
96,broad,BP_91,-0.780317312,-5.03
97,contrastive,BP_91,0.771587481,4.91
99,narrow,BP_91,0.320146286,1.09
100,contrastive,BP_91,0.825426118,5.69
101,broad,BP_91,-0.744292983,-4.55
102,narrow,BP_91,0.450249108,1.82
103,broad,BP_91,-0.711807229,-4.15
104,broad,BP_91,-0.64738297,-3.44
105,contrastive,BP_91,0.850033258,6.08
108,narrow,BP_91,-0.723455672,-4.29
109,narrow,BP_91,-0.718501689,-4.23
110,broad,BP_91,-0.692846919,-3.93
112,narrow,BP_91,-0.748962861,-4.61
20,narrow,DB_95,0.707570176,4.1
22,contrastive,DB_95,0.939519253,7.7
23,broad,DB_95,0.582063363,2.82
24,broad,DB_95,0.487138375,2.07
25,contrastive,DB_95,0.85308953,6.13
26,narrow,DB_95,0.677606953,3.76
27,broad,DB_95,0.716003344,4.2
29,narrow,DB_95,0.484299839,2.05
30,broad,DB_95,0.661812686,3.59
31,contrastive,DB_95,0.69019608,3.9
33,contrastive,DB_95,0.556302501,2.6
35,broad,DB_95,0.673020907,3.71
36,narrow,DB_95,0.741151599,4.51
38,contrastive,DB_95,0.751279104,4.64
39,contrastive,DB_95,0.8162413,5.55
40,narrow,DB_95,0.549003262,2.54
42,contrastive,DB_95,0.802773725,5.35
43,narrow,DB_95,0.72916479,4.36
44,broad,DB_95,0.431363764,1.7
45,broad,DB_95,0.697229343,3.98
46,contrastive,DB_95,0.818225894,5.58
47,narrow,DB_95,0.787460475,5.13
48,broad,DB_95,0.356025857,1.27
49,contrastive,DB_95,0.968482949,8.3
51,contrastive,DB_95,0.914871818,7.22
52,narrow,DB_95,0.787460475,5.13
53,contrastive,DB_95,0.897077003,6.89
54,broad,DB_95,0.369215857,1.34
55,narrow,DB_95,0.683947131,3.83
57,narrow,DB_95,0.610660163,3.08
59,contrastive,DB_95,0.840106094,5.92
60,contrastive,DB_95,0.725911632,4.32
61,broad,DB_95,0.564666064,2.67
62,narrow,DB_95,0.571708832,2.73
63,contrastive,DB_95,0.791690649,5.19
65,narrow,DB_95,0.267171728,0.85
68,narrow,DB_95,0.760422483,4.76
69,broad,DB_95,0.530199698,2.39
70,contrastive,DB_95,0.698100546,3.99
71,contrastive,DB_95,0.833784375,5.82
72,broad,DB_95,0.617000341,3.14
74,narrow,DB_95,0.802089258,5.34
75,broad,DB_95,0.821513528,5.63
76,narrow,DB_95,0.709269961,4.12
78,contrastive,DB_95,0.679427897,3.78
79,broad,DB_95,0.710117365,4.13
80,broad,DB_95,0.736396502,4.45
81,narrow,DB_95,0.72427587,4.3
82,narrow,DB_95,0.745855195,4.57
83,broad,DB_95,0.754348336,4.68
86,narrow,DB_95,0.844477176,5.99
88,contrastive,DB_95,0.709269961,4.12
91,broad,DB_95,0.597695186,2.96
92,contrastive,DB_95,0.872156273,6.45
93,narrow,DB_95,-0.33243846,-1.15
94,broad,DB_95,0.744292983,4.55
95,broad,DB_95,0.689308859,3.89
96,narrow,DB_95,0.693726949,3.94
98,broad,DB_95,0.770115295,4.89
99,contrastive,DB_95,0.766412847,4.84
19,broad,HH_96,0.100370545,0.26
20,contrastive,HH_96,0.301029996,1
21,contrastive,HH_96,0.436162647,1.73
22,narrow,HH_96,-0.580924976,-2.81
23,broad,HH_96,-0.344392274,-1.21
25,broad,HH_96,0.222716471,0.67
27,broad,HH_96,0.424881637,1.66
28,broad,HH_96,0.418301291,1.62
29,narrow,HH_96,0.549003262,2.54
32,narrow,HH_96,0.540329475,2.47
33,contrastive,HH_96,0.225309282,0.68
35,narrow,HH_96,0.376576957,1.38
37,broad,HH_96,0.408239965,1.56
38,broad,HH_96,0.240549248,0.74
39,contrastive,HH_96,0.350248018,1.24
40,narrow,HH_96,0.369215857,1.34
41,broad,HH_96,0.539076099,2.46
42,narrow,HH_96,0.499687083,2.16
43,broad,HH_96,0.283301229,0.92
44,contrastive,HH_96,0.530199698,2.39
45,narrow,HH_96,0.492760389,2.11
46,narrow,HH_96,0.328379603,1.13
47,broad,HH_96,0.496929648,2.14
50,narrow,HH_96,0.397940009,1.5
51,narrow,HH_96,0.631443769,3.28
52,contrastive,HH_96,0.451786436,1.83
54,narrow,HH_96,0.460897843,1.89
55,contrastive,HH_96,0.648360011,3.45
56,narrow,HH_96,0.562292864,2.65
59,narrow,HH_96,0.584331224,2.84
60,contrastive,HH_96,0.624282096,3.21
61,contrastive,HH_96,0.462397998,1.9
62,narrow,HH_96,0.478566496,2.01
63,contrastive,HH_96,0.555094449,2.59
64,broad,HH_96,0.382017043,1.41
65,contrastive,HH_96,0.763427994,4.8
67,contrastive,HH_96,0.57863921,2.79
68,narrow,HH_96,0.579783597,2.8
69,broad,HH_96,-0.217483944,-0.65
70,narrow,HH_96,0.451786436,1.83
71,broad,HH_96,-0.389166084,-1.45
72,narrow,HH_96,0.352182518,1.25
73,contrastive,HH_96,0.494154594,2.12
74,narrow,HH_96,0.465382851,1.92
